"Gene","Direction"
"ESYT1","Both"
"SHMT2","Both"
"AC022506.2","Both"
"GLI1","Both"
"TSPAN8","Both"
"LGR5","Both"
"PAH","Both"
"FBXO21","Both"
"GJB2","Both"
"LATS2","Both"
"INTS6","Both"
"INTS6-AS1","Both"
"SLITRK5","Both"
"UBAC2","Both"
"ARHGEF40","Both"
"KHNYN","Both"
"EGLN3","Both"
"LRFN5","Both"
"NID2","Both"
"RTN1","Both"
"PLEKHG3","Both"
"SMOC1","Both"
"SERPINA1","Both"
"WARS1","Both"
"WDR25","Both"
"UBE3A","Both"
"GPR176","Both"
"AC018512.1","Both"
"SERF2","Both"
"GATM","Both"
"LOXL1-AS1","Both"
"LOXL1","Both"
"SEMA7A","Both"
"PTPN9","Both"
"AC105036.3","Both"
"MIR9-3HG","Both"
"PEX11A","Both"
"WDR90","Both"
"EARS2","Both"
"FBXL19","Both"
"CSNK2A2","Both"
"NAE1","Both"
"AC044802.2","Both"
"CA7","Both"
"SMPD3","Both"
"CAMTA2","Both"
"NLRP1","Both"
"ACAP1","Both"
"ZBTB4","Both"
"AC004223.3","Both"
"RAD51D","Both"
"SLFN12L","Both"
"MED24","Both"
"THRA","Both"
"WNT3","Both"
"SDK2","Both"
"GRIN2C","Both"
"FDXR","Both"
"AC110285.1","Both"
"FOXK2","Both"
"CIDEA","Both"
"ZNF532","Both"
"ABCA7","Both"
"ARHGAP45","Both"
"DAPK3","Both"
"SAFB2","Both"
"SAFB","Both"
"KCNN1","Both"
"AC008397.2","Both"
"PDE4C","Both"
"NDUFA13","Both"
"AC011448.1","Both"
"ZNF536","Both"
"AC020907.1","Both"
"PRKD2","Both"
"SHANK1","Both"
"SYNDIG1","Both"
"STX16-NPEPL1","Both"
"SRRD","Both"
"KIAA0930","Both"
"WNT7B","Both"
"SKI","Both"
"PANK4","Both"
"PHF13","Both"
"ATP13A2","Both"
"AL049569.3","Both"
"IGSF21","Both"
"GRHL3-AS1","Both"
"GRHL3","Both"
"STPG1","Both"
"NIPAL3","Both"
"PABPC4","Both"
"TMEM269","Both"
"ERMAP","Both"
"SGIP1","Both"
"LRRC7","Both"
"CDC42SE1","Both"
"MLLT11","Both"
"PI4KB","Both"
"RFX5","Both"
"SNX27","Both"
"OAZ3","Both"
"KCNN3","Both"
"ARHGEF2","Both"
"FAM78B","Both"
"AL596087.2","Both"
"IPO9-AS1","Both"
"IPO9","Both"
"FMOD","Both"
"RASSF5","Both"
"SERTAD4","Both"
"HHAT","Both"
"WNT3A","Both"
"GAREM2","Both"
"DPYSL5","Both"
"SLC30A3","Both"
"CLIP4","Both"
"MTA3","Both"
"CNRIP1","Both"
"ADD2","Both"
"ATOH8","Both"
"ACOXL","Both"
"MIR4435-2HG","Both"
"BCL2L11","Both"
"ARHGEF4","Both"
"LYPD1","Both"
"NCKAP5","Both"
"CACNB4","Both"
"LRP2","Both"
"KLHL23","Both"
"COL4A4","Both"
"COL4A3","Both"
"PRSS56","Both"
"EFHD1","Both"
"SUMF1","Both"
"LRRN1","Both"
"SRGAP3","Both"
"SRGAP3-AS4","Both"
"LRRC3B","Both"
"FHIT","Both"
"PDZRN3","Both"
"PDZRN3-AS1","Both"
"DCBLD2","Both"
"AC091212.1","Both"
"PARP14","Both"
"MCF2L2","Both"
"B3GNT5","Both"
"MB21D2","Both"
"AC097382.2","Both"
"TADA2B","Both"
"SLIT2","Both"
"APBB2","Both"
"GABRA2","Both"
"AC095060.1","Both"
"AC098582.1","Both"
"EIF4E","Both"
"AC019131.1","Both"
"SGMS2","Both"
"FAT4","Both"
"APC","Both"
"LINC01184","Both"
"AC008591.1","Both"
"CHSY3","Both"
"SPRY4","Both"
"SPRY4-AS1","Both"
"TNIP1","Both"
"RREB1","Both"
"JARID2","Both"
"RAB23","Both"
"COL9A1","Both"
"CD109","Both"
"BVES-AS1","Both"
"SLC16A10","Both"
"MAP7","Both"
"ABCB5","Both"
"CRHR2","Both"
"DBNL","Both"
"VWC2","Both"
"PON3","Both"
"SLC25A13","Both"
"SLC26A5","Both"
"WDR86","Both"
"AC087854.1","Both"
"CLU","Both"
"C8orf34","Both"
"CA13","Both"
"AC011773.3","Both"
"AC012213.5","Both"
"RIMS2","Both"
"EEF1D","Both"
"TRIM14","Both"
"CORO2A","Both"
"LINC01505","Both"
"AK8","Both"
"SPACA9","Both"
"DIP2C","Both"
"PLXDC2","Both"
"NODAL","Both"
"MMRN2","Both"
"AL138767.3","Both"
"AL138767.1","Both"
"PAPSS2","Both"
"PDCD4","Both"
"CFAP46","Both"
"ADGRA1","Both"
"DKK3","Both"
"ABTB2","Both"
"AC087276.2","Both"
"TTC17","Both"
"TP53I11","Both"
"MACROD1","Both"
"TESMIN","Both"
"LRRC32","Both"
"PICALM","Both"
"DSCAML1","Both"
"TRIM29","Both"
"SORL1","Both"
"TIRAP","Both"
"NTM","Both"
"TSPAN9","Both"
"AC005906.2","Both"
"CD9","Both"
"ZNF384","Both"
"ST8SIA1","Both"
"RASSF8","Both"
"SSPN","Both"
"ITPR2","Both"
"MSRB3","Both"
"ACSS3","Both"
"NUAK1","Both"
"AC002070.1","Both"
"USP12","Both"
"USP12-AS2","Both"
"SLC46A3","Both"
"TSC22D1-AS1","Both"
"TPT1-AS1","Both"
"FNDC3A","Both"
"RGS6","Both"
"FOXN3","Both"
"AL137230.2","Both"
"TNFAIP2","Both"
"RASGRP1","Both"
"PAK6","Both"
"BUB1B-PAK6","Both"
"GCHFR","Both"
"DNAJC17","Both"
"TTBK2","Both"
"DUOX1","Both"
"STRA6","Both"
"CCDC33","Both"
"TMEM266","Both"
"IDH2","Both"
"FURIN","Both"
"SLCO3A1","Both"
"GNPTG","Both"
"TELO2","Both"
"USP7","Both"
"ATP2A1","Both"
"DOC2A","Both"
"MMP2","Both"
"SLC6A2","Both"
"CENPT","Both"
"AC130462.2","Both"
"NFATC3","Both"
"NFAT5","Both"
"FXR2","Both"
"ATP1B2","Both"
"STX8","Both"
"CFAP52","Both"
"TMEM11","Both"
"AC087294.1","Both"
"SUPT6H","Both"
"SLC6A4","Both"
"SLFN5","Both"
"KAT2A","Both"
"AC099811.2","Both"
"AC067852.1","Both"
"RUNDC3A-AS1","Both"
"ABI3","Both"
"AC006487.2","Both"
"NXPH3","Both"
"AC127029.3","Both"
"KCNJ2","Both"
"RNF157","Both"
"C1QTNF1-AS1","Both"
"C1QTNF1","Both"
"NOTUM","Both"
"CDH2","Both"
"SKOR2","Both"
"SNHG22","Both"
"MBD1","Both"
"CXXC1","Both"
"PHLPP1","Both"
"PARD6G","Both"
"SBNO2","Both"
"ADAMTSL5","Both"
"PLK5","Both"
"MOB3A","Both"
"CDC37","Both"
"PDE4A","Both"
"BISPR","Both"
"MVB12A","Both"
"HOMER3","Both"
"DMKN","Both"
"AC093227.2","Both"
"BLVRB","Both"
"SPTBN4","Both"
"TMEM145","Both"
"MEGF8","Both"
"DMWD","Both"
"LIG1","Both"
"ZSWIM9","Both"
"HSPBP1","Both"
"BTBD3","Both"
"MACROD2","Both"
"DLGAP4","Both"
"TCEA2","Both"
"MYT1","Both"
"AP000295.1","Both"
"IL10RB","Both"
"RCAN1","Both"
"AC004997.1","Both"
"TBC1D10A","Both"
"BAIAP2L2","Both"
"DDX17","Both"
"A4GALT","Both"
"PLEKHG5","Both"
"UBXN11","Both"
"MAP3K6","Both"
"HPCA","Both"
"TRIM62","Both"
"MAP7D1","Both"
"CTPS1","Both"
"FOXO6","Both"
"SZT2","Both"
"PTPRF","Both"
"CRYZ","Both"
"TYW3","Both"
"ST6GALNAC5","Both"
"AK5","Both"
"GIPC2","Both"
"MAGI3","Both"
"SEMA6C","Both"
"USF1","Both"
"ARHGAP30","Both"
"NAV1","Both"
"BATF3","Both"
"SLC30A10","Both"
"TLR5","Both"
"RYR2","Both"
"FMN2","Both"
"KLF11","Both"
"GEMIN6","Both"
"ATP6V1E2","Both"
"RHOQ","Both"
"LOXL3","Both"
"TRABD2A","Both"
"RNF103-CHMP3","Both"
"MAL","Both"
"NEURL3","Both"
"ARID5A","Both"
"ZAP70","Both"
"SEPTIN10","Both"
"BAZ2B","Both"
"ITGA6","Both"
"CHN1","Both"
"KLF7","Both"
"MYOSLID","Both"
"PNKD","Both"
"LINC00608","Both"
"NGEF","Both"
"OGG1","Both"
"GRIP2","Both"
"OXNAD1","Both"
"PARP3","Both"
"TNNC1","Both"
"NISCH","Both"
"EIF4E3","Both"
"CLDND1","Both"
"NEPRO","Both"
"AC078785.1","Both"
"EPHB1","Both"
"PPM1L","Both"
"GPR160","Both"
"AC026316.4","Both"
"SLC7A14-AS1","Both"
"SLC7A14","Both"
"LPP","Both"
"AC128709.2","Both"
"AC128709.1","Both"
"SEL1L3","Both"
"SMIM20","Both"
"AC133961.1","Both"
"CWH43","Both"
"SPATA18","Both"
"NPY1R","Both"
"AC018709.1","Both"
"MTNR1A","Both"
"OXCT1","Both"
"RGS7BP","Both"
"MAST4","Both"
"FER","Both"
"AC091959.1","Both"
"AC011396.2","Both"
"PPARGC1B","Both"
"HLA-F","Both"
"MED20","Both"
"GSTA4","Both"
"COL12A1","Both"
"ECHDC1","Both"
"IL20RA","Both"
"ANLN","Both"
"WNT2","Both"
"CFTR","Both"
"CADPS2","Both"
"GPR37","Both"
"CCDC136","Both"
"ABCB8","Both"
"ASIC3","Both"
"PPP2R2A","Both"
"STAU2","Both"
"AC022826.2","Both"
"RALYL","Both"
"OPLAH","Both"
"AL359922.1","Both"
"CDKN2B-AS1","Both"
"ASTN2","Both"
"EXD3","Both"
"CELF2","Both"
"CDNF","Both"
"C10orf67","Both"
"ARHGAP21","Both"
"ITGB1","Both"
"ITGB1-DT","Both"
"RASSF4","Both"
"DEPP1","Both"
"PHYHIPL","Both"
"DYDC1","Both"
"FFAR4","Both"
"PAX2","Both"
"DPCD","Both"
"SH3PXD2A","Both"
"DOCK1","Both"
"DENND2B","Both"
"AC026894.1","Both"
"SBF2","Both"
"KCNA4","Both"
"SLC43A3","Both"
"BEST1","Both"
"FTH1","Both"
"EFEMP2","Both"
"RBM4B","Both"
"MRGPRF","Both"
"FCHSD2","Both"
"AMOTL1","Both"
"SCN4B","Both"
"ABCG4","Both"
"USP2-AS1","Both"
"JHY","Both"
"ESAM","Both"
"AP000842.2","Both"
"DDX25","Both"
"ST3GAL4","Both"
"BARX2","Both"
"B3GAT1","Both"
"B3GAT1-DT","Both"
"PLBD1","Both"
"PLBD1-AS1","Both"
"ETNK1","Both"
"BCAT1","Both"
"GALNT6","Both"
"SLC4A8","Both"
"NR4A1","Both"
"ANKRD52","Both"
"ARHGEF25","Both"
"LIN7A","Both"
"TMEM263","Both"
"BTBD11","Both"
"HVCN1","Both"
"RIMBP2","Both"
"NEK5","Both"
"FARP1","Both"
"FGF14","Both"
"IFT43","Both"
"TGFB3","Both"
"NGB","Both"
"KCNK10","Both"
"SLC24A4","Both"
"ANKRD9","Both"
"AC087457.1","Both"
"RORA","Both"
"THSD4","Both"
"CT62","Both"
"WFIKKN1","Both"
"IFT140","Both"
"TMEM204","Both"
"RAB26","Both"
"BICDL2","Both"
"NPIPB2","Both"
"SNX29","Both"
"RABEP2","Both"
"TBC1D10B","Both"
"MYLPF","Both"
"ZNF771","Both"
"MTSS2","Both"
"VAC14","Both"
"ZNF23","Both"
"AC010547.4","Both"
"CDH13","Both"
"GALNS","Both"
"NLGN2","Both"
"WRAP53","Both"
"CHD3","Both"
"RARA","Both"
"STAT3","Both"
"ITGA2B","Both"
"PICART1","Both"
"ITGA3","Both"
"HLF","Both"
"ACE","Both"
"OTOP3","Both"
"H3-3B","Both"
"PRPSAP1","Both"
"USP36","Both"
"RNF213-AS1","Both"
"ENDOV","Both"
"AATK","Both"
"RNF125","Both"
"AC011825.3","Both"
"RNF165","Both"
"GAMT","Both"
"KANK2","Both"
"AC008758.1","Both"
"AC010422.6","Both"
"SLC27A1","Both"
"AC138430.1","Both"
"HAPLN4","Both"
"TM6SF2","Both"
"SYT3","Both"
"AC020922.1","Both"
"FAM71E2","Both"
"TRPC4AP","Both"
"FNDC11","Both"
"STMN3","Both"
"IFNAR2","Both"
"GET1","Both"
"GET1-SH3BGR","Both"
"POFUT2","Both"
"LINC00205","Both"
"PCBP3","Both"
"BCR","Both"
"AP000350.4","Both"
"POLR2F","Both"
"FAM83F","Both"
"CCNL2","Both"
"MORN1","Both"
"AL031847.1","Both"
"THAP3","Both"
"RCAN3AS","Both"
"RCAN3","Both"
"LDLRAP1","Both"
"NUDC","Both"
"EPB41","Both"
"COL16A1","Both"
"THRAP3","Both"
"SH3D21","Both"
"COL9A2","Both"
"SLC2A1","Both"
"SLC2A1-AS1","Both"
"AL451062.2","Both"
"KDM4A","Both"
"PCSK9","Both"
"PGM1","Both"
"ARHGAP29","Both"
"VAV3","Both"
"ELAPOR1","Both"
"STRIP1","Both"
"KCNC4","Both"
"INTS3","Both"
"SLC27A3","Both"
"GATAD2B","Both"
"AL358472.5","Both"
"MEF2D","Both"
"VANGL2","Both"
"F11R","Both"
"AL591806.2","Both"
"NOS1AP","Both"
"AL135926.1","Both"
"ATP1B1","Both"
"TNFSF4","Both"
"KIAA0040","Both"
"FAM163A","Both"
"AL162431.1","Both"
"NMNAT2","Both"
"MARK1","Both"
"CNIH3","Both"
"LBR","Both"
"CPSF3","Both"
"IAH1","Both"
"FAM166C","Both"
"GCKR","Both"
"LINC01122","Both"
"GYPC","Both"
"GALNT3","Both"
"AC009495.1","Both"
"NCKAP1","Both"
"AOX1","Both"
"CASP8","Both"
"IKZF2","Both"
"NHEJ1","Both"
"AC068946.1","Both"
"SPEG","Both"
"ITM2C","Both"
"PLCD1","Both"
"ZBTB47","Both"
"ZKSCAN7","Both"
"CELSR3","Both"
"MST1R","Both"
"AC105935.2","Both"
"AC105935.1","Both"
"MAPKAPK3","Both"
"GLYCTK","Both"
"GLYCTK-AS1","Both"
"ALCAM","Both"
"AC072026.2","Both"
"MRAS","Both"
"ANKUB1","Both"
"RNF13","Both"
"ERICH6","Both"
"MFSD1","Both"
"AC073288.2","Both"
"CLDN11","Both"
"TNIK","Both"
"AC092919.1","Both"
"ZMAT3","Both"
"TMEM41A","Both"
"TMEM44","Both"
"RNF212","Both"
"AC092535.4","Both"
"TMED11P","Both"
"FGFR3","Both"
"KIAA0232","Both"
"KCNIP4","Both"
"RBPJ","Both"
"BEND4","Both"
"AC111006.1","Both"
"EREG","Both"
"COL25A1","Both"
"TRPC3","Both"
"AC098588.3","Both"
"AC098588.2","Both"
"HHIP","Both"
"DCLK2","Both"
"FAM149A","Both"
"ROPN1L","Both"
"TRIO","Both"
"ANKH","Both"
"EGFLAM","Both"
"IL6ST","Both"
"AC008892.1","Both"
"AC025774.1","Both"
"FAM169A","Both"
"PAM","Both"
"SNCAIP","Both"
"PDLIM4","Both"
"AC022092.1","Both"
"CDC25C","Both"
"FAM53C","Both"
"CTNNA1","Both"
"KCNIP1","Both"
"GRK6","Both"
"DOK3","Both"
"DDX41","Both"
"LINC01962","Both"
"AL024498.2","Both"
"PPP1R10","Both"
"CDKN1A","Both"
"MDGA1","Both"
"LRRC73","Both"
"POLR1C","Both"
"TMEM63B","Both"
"GCLC","Both"
"KCNQ5","Both"
"VGLL2","Both"
"RNF217-AS1","Both"
"RNF217","Both"
"TARID","Both"
"NMBR","Both"
"SAMD5","Both"
"AKAP12","Both"
"AMZ1","Both"
"GSDME","Both"
"SNX10","Both"
"JAZF1","Both"
"JAZF1-AS1","Both"
"ELMO1","Both"
"TNS3","Both"
"VOPP1","Both"
"AC099681.1","Both"
"GTF2IRD1","Both"
"ADAM22","Both"
"TSC22D4","Both"
"TFR2","Both"
"IFRD1","Both"
"AC005192.1","Both"
"CPED1","Both"
"ZC3HAV1","Both"
"TMEM178B","Both"
"ZNF777","Both"
"TMEM176B","Both"
"REEP4","Both"
"AC105206.2","Both"
"PIWIL2","Both"
"DPYSL2","Both"
"EXTL3","Both"
"EXTL3-AS1","Both"
"RBPMS","Both"
"HOOK3","Both"
"AC022182.1","Both"
"ZFHX4-AS1","Both"
"ZFHX4","Both"
"PVT1","Both"
"GLI4","Both"
"ZNF707","Both"
"WDR97","Both"
"UHRF2","Both"
"SAXO1","Both"
"RORB","Both"
"LPAR1","Both"
"PSMD5","Both"
"CUTALP","Both"
"ZER1","Both"
"FIBCD1","Both"
"INPP5E","Both"
"SEC16A","Both"
"PFKP","Both"
"KIAA1217","Both"
"GAD2","Both"
"CXCL12","Both"
"TMEM72-AS1","Both"
"ZFAND4","Both"
"DRGX","Both"
"PRKG1-AS1","Both"
"TMEM26","Both"
"SPOCK2","Both"
"ZCCHC24","Both"
"PPP1R3C","Both"
"ENTPD1-AS1","Both"
"UBTD1","Both"
"ANKRD2","Both"
"SEC31B","Both"
"AL133352.1","Both"
"NOLC1","Both"
"SHTN1","Both"
"FAM204A","Both"
"LINC00867","Both"
"FGFR2","Both"
"CHST15","Both"
"KNDC1","Both"
"AC107884.1","Both"
"PPFIBP2","Both"
"LGR4","Both"
"PRR5L","Both"
"CRY2","Both"
"AGBL2","Both"
"FNBP4","Both"
"MYRF-AS1","Both"
"MYRF","Both"
"NXF1","Both"
"STX5","Both"
"MRPL11","Both"
"PELI3","Both"
"PPP1CA","Both"
"CARNS1","Both"
"POGLUT3","Both"
"NCAM1","Both"
"NLRX1","Both"
"CACNA1C","Both"
"C1S","Both"
"GPRC5A","Both"
"KCNJ8","Both"
"ABCC9","Both"
"SMARCD1","Both"
"AC068888.1","Both"
"TNS2","Both"
"SPRYD3","Both"
"AC079313.2","Both"
"AC079313.1","Both"
"ITGA5","Both"
"NCKAP1L","Both"
"PDE1B","Both"
"CSRP2","Both"
"TXNRD1","Both"
"CORO1C","Both"
"CUX2","Both"
"MED13L","Both"
"RAB35","Both"
"MLXIP","Both"
"CCDC62","Both"
"VPS37B","Both"
"PITPNM2","Both"
"ZNF26","Both"
"N4BP2L1","Both"
"N4BP2L2","Both"
"ENOX1","Both"
"AL162713.2","Both"
"SETDB2","Both"
"PHF11","Both"
"AL137139.2","Both"
"GRK1","Both"
"MMP14","Both"
"LINC01588","Both"
"CDKL1","Both"
"NIN","Both"
"AF111167.2","Both"
"JDP2","Both"
"NRXN3","Both"
"CEP128","Both"
"GPR68","Both"
"PRIMA1","Both"
"AHNAK2","Both"
"LINC02298","Both"
"AL512356.4","Both"
"CYFIP1","Both"
"GABRB3","Both"
"GABRA5","Both"
"GABRG3","Both"
"FRMD5","Both"
"SEMA6D","Both"
"TEX9","Both"
"RORA-AS1","Both"
"DIS3L","Both"
"AC087482.1","Both"
"SMAD3","Both"
"SNX33","Both"
"MORF4L1","Both"
"KLHL25","Both"
"LINC01586","Both"
"AC015712.2","Both"
"CACNA1H","Both"
"PRSS22","Both"
"MGRN1","Both"
"NOD2","Both"
"FTO","Both"
"RRAD","Both"
"KCTD19","Both"
"LRRC36","Both"
"LDHD","Both"
"MYO1C","Both"
"SGSM2","Both"
"NEURL4","Both"
"CENPV","Both"
"AKAP10","Both"
"SPECC1","Both"
"KCNJ12","Both"
"CDK12","Both"
"PNMT","Both"
"AC008105.3","Both"
"FMNL1","Both"
"SP6","Both"
"AC091180.5","Both"
"PHB","Both"
"ABCC3","Both"
"TEX14","Both"
"YPEL2","Both"
"MRC2","Both"
"HELZ","Both"
"TBCD","Both"
"EMILIN2","Both"
"PIEZO2","Both"
"SPIRE1","Both"
"PSMG2","Both"
"MAPK4","Both"
"STK11","Both"
"ELAVL3","Both"
"AC008481.3","Both"
"ZNF627","Both"
"DNAJB1","Both"
"TECR","Both"
"WIZ","Both"
"TMEM59L","Both"
"ANKRD27","Both"
"CHST8","Both"
"GGN","Both"
"SPRED3","Both"
"PLEKHG2","Both"
"DACT3","Both"
"TMEM143","Both"
"LMTK3","Both"
"FCGRT","Both"
"KLK12","Both"
"DNMT3B","Both"
"DLGAP4-AS1","Both"
"TGIF2","Both"
"TGIF2-RAB5IF","Both"
"CHD6","Both"
"AL096828.1","Both"
"JAM2","Both"
"C21orf62-AS1","Both"
"B3GALT5","Both"
"TXNRD2","Both"
"COMT","Both"
"MED15","Both"
"SLC2A11","Both"
"NF2","Both"
"LARGE1","Both"
"SREBF2","Both"
"PARVB","Both"
"MLC1","Both"
"TP73-AS1","Both"
"CCDC27","Both"
"AGTRAP","Both"
"PINK1","Both"
"SH2D5","Both"
"FGR","Both"
"MECR","Both"
"TFAP2E-AS1","Both"
"TFAP2E","Both"
"ZC3H12A","Both"
"MFSD2A","Both"
"HIVEP3","Both"
"TTC39A","Both"
"LEXM","Both"
"NFIA","Both"
"ROR1","Both"
"IL12RB2","Both"
"WLS","Both"
"ST6GALNAC3","Both"
"CTBS","Both"
"MIR137HG","Both"
"AKNAD1","Both"
"LAMTOR5-AS1","Both"
"DENND2D","Both"
"CHI3L2","Both"
"INKA2","Both"
"INKA2-AS1","Both"
"DENND2C","Both"
"ZNF687","Both"
"CLK2","Both"
"HCN3","Both"
"SEMA4A","Both"
"AL590666.4","Both"
"CRABP2","Both"
"INSRR","Both"
"KIRREL1","Both"
"AL590560.2","Both"
"SNHG28","Both"
"AL590560.3","Both"
"TMCO1-AS1","Both"
"RNF2","Both"
"KIF21B","Both"
"CSRP1","Both"
"AC096677.1","Both"
"SYT2","Both"
"MDM4","Both"
"SLC45A3","Both"
"TRAF5","Both"
"C1orf115","Both"
"TRIM67","Both"
"SLC35F3","Both"
"GPR137B","Both"
"CENPA","Both"
"PRKCE","Both"
"NRXN1","Both"
"AC007402.1","Both"
"ARHGAP25","Both"
"SFXN5","Both"
"ST3GAL5","Both"
"AC092675.1","Both"
"CNGA3","Both"
"RFX8","Both"
"NCK2","Both"
"LIMS2","Both"
"LYPD6","Both"
"TLK1","Both"
"ITGA4","Both"
"MYO1B","Both"
"OBSL1","Both"
"TRIP12","Both"
"FBXO36","Both"
"SP110","Both"
"ACKR3","Both"
"GRM7","Both"
"AC022382.2","Both"
"CPNE9","Both"
"SLC6A11","Both"
"SYN2","Both"
"AC092042.3","Both"
"KRBOX1","Both"
"PFKFB4","Both"
"TRAIP","Both"
"MON1A","Both"
"TAFA4","Both"
"ROBO1","Both"
"NFKBIZ","Both"
"CCDC80","Both"
"SPSB4","Both"
"IQCJ-SCHIP1","Both"
"IQCJ-SCHIP1-AS1","Both"
"AC079594.1","Both"
"TRIM59","Both"
"LRRC34","Both"
"EPHB3","Both"
"IGF2BP2","Both"
"ST6GAL1","Both"
"IL1RAP","Both"
"C4orf50","Both"
"JAKMIP1","Both"
"LINC02495","Both"
"PROM1","Both"
"PPARGC1A","Both"
"STIM2","Both"
"USP46","Both"
"PRDM8","Both"
"CCSER1","Both"
"NOCT","Both"
"TRIM2","Both"
"AC013477.1","Both"
"PDGFC","Both"
"AC096751.2","Both"
"AC096751.1","Both"
"WWC2","Both"
"AC122719.1","Both"
"LINC01019","Both"
"RETREG1","Both"
"AC024588.1","Both"
"RAI14","Both"
"AC116345.1","Both"
"GCNT4","Both"
"ARSB","Both"
"RASGRF2-AS1","Both"
"RASGRF2","Both"
"YTHDC2","Both"
"ZNF608","Both"
"FBN2","Both"
"SLC27A6","Both"
"SHROOM1","Both"
"FSTL4","Both"
"FCHSD1","Both"
"STK10","Both"
"ARL10","Both"
"CDHR2","Both"
"FAM217A","Both"
"C6orf201","Both"
"RANBP9","Both"
"DEK","Both"
"GRM4","Both"
"AL354740.1","Both"
"DAAM2","Both"
"DST","Both"
"BEND6","Both"
"CNR1","Both"
"PRDM1","Both"
"AL133346.1","Both"
"MYB","Both"
"FUCA2","Both"
"AC093627.3","Both"
"FAM20C","Both"
"PDGFA","Both"
"FBXL18","Both"
"RAPGEF5","Both"
"SLC12A9","Both"
"SLC26A4","Both"
"AASS","Both"
"AC015983.2","Both"
"CALD1","Both"
"AC083870.1","Both"
"TPK1","Both"
"SSPOP","Both"
"KCNH2","Both"
"SHH","Both"
"DNAJB6","Both"
"DYNC2I1","Both"
"ERICH1","Both"
"AC009630.1","Both"
"GPAT4","Both"
"NKX6-3","Both"
"ALKAL1","Both"
"AC084082.1","Both"
"NCOA2","Both"
"EYA1","Both"
"CPQ","Both"
"SPAG1","Both"
"RHPN1","Both"
"DNAI1","Both"
"ECPAS","Both"
"DAB2IP","Both"
"PBX3","Both"
"ABI1","Both"
"FAM13C","Both"
"GRID1","Both"
"ZNF518A","Both"
"SLIT1","Both"
"ARHGAP19-SLIT1","Both"
"CNNM1","Both"
"FGF8","Both"
"U6","Both"
"AFAP1L2","Both"
"AL157388.1","Both"
"TACC2","Both"
"CPXM2","Both"
"DPYSL4","Both"
"SCART1","Both"
"MOB2","Both"
"PARVA","Both"
"LMO2","Both"
"MAPK8IP1","Both"
"PEX16","Both"
"UBE2L6","Both"
"DTX4","Both"
"UBXN1","Both"
"RHOD","Both"
"ANAPC15","Both"
"PLEKHB1","Both"
"P4HA3","Both"
"PGM2L1","Both"
"AP001372.1","Both"
"AP001085.1","Both"
"SIDT2","Both"
"MPZL2","Both"
"LINC02731","Both"
"JAM3","Both"
"RAD52","Both"
"ERC1","Both"
"GALNT8","Both"
"AC006064.6","Both"
"CHD4","Both"
"LRP6","Both"
"HEBP1","Both"
"EPS8","Both"
"FAR2","Both"
"TMTC1","Both"
"TFCP2","Both"
"BIN2","Both"
"ACVR1B","Both"
"AC012158.1","Both"
"RAB3IP","Both"
"KITLG","Both"
"TMCC3","Both"
"ANKS1B","Both"
"C12orf42","Both"
"RPH3A","Both"
"SLC8B1","Both"
"NOS1","Both"
"HIP1R","Both"
"IL17D","Both"
"SAP18","Both"
"SPART","Both"
"FOXO1","Both"
"TNFSF11","Both"
"LRCH1","Both"
"TTC5","Both"
"LINC02588","Both"
"COCH","Both"
"AL049830.3","Both"
"NEMF","Both"
"LINC00643","Both"
"TEX21P","Both"
"MTHFD1","Both"
"MAP3K9","Both"
"AC004816.1","Both"
"HEATR4","Both"
"YLPM1","Both"
"GALC","Both"
"KCNK13","Both"
"ITPK1","Both"
"C14orf132","Both"
"CCDC85C","Both"
"AL160313.1","Both"
"KIF26A","Both"
"CHRNA7","Both"
"FSIP1","Both"
"AC023908.2","Both"
"AC023908.3","Both"
"BAHD1","Both"
"AC012651.1","Both"
"CAPN3","Both"
"PSTPIP1","Both"
"CHRNA3","Both"
"ZFAND6","Both"
"ABHD2","Both"
"AC087477.2","Both"
"LYSMD4","Both"
"RHBDF1","Both"
"ADCY9","Both"
"TFAP4","Both"
"NMRAL1","Both"
"HMOX2","Both"
"AC140504.1","Both"
"BMERB1","Both"
"AC099518.3","Both"
"SYT17","Both"
"LCMT1-AS1","Both"
"LCMT1","Both"
"MVP","Both"
"MT3","Both"
"ADGRG1","Both"
"PDP2","Both"
"IST1","Both"
"ZNF821","Both"
"CYBA","Both"
"MVD","Both"
"NXN","Both"
"ABR","Both"
"SLC43A2","Both"
"SCARF1","Both"
"RILP","Both"
"CXCL16","Both"
"ZMYND15","Both"
"SREBF1","Both"
"ALDH3A2","Both"
"ASIC2","Both"
"AC004147.4","Both"
"CACNB1","Both"
"BECN1","Both"
"TTLL6","Both"
"PPM1E","Both"
"SLC16A5","Both"
"ITGB4","Both"
"GALK1","Both"
"NPTX1","Both"
"BAIAP2","Both"
"TMEM105","Both"
"C18orf25","Both"
"RNF152","Both"
"CYB5A","Both"
"PLIN5","Both"
"AC011498.4","Both"
"LRG1","Both"
"MCEMP1","Both"
"AC008763.3","Both"
"PIN1","Both"
"OLFM2","Both"
"PKN1","Both"
"AC008764.1","Both"
"C19orf44","Both"
"MYO9B","Both"
"COPE","Both"
"FXYD7","Both"
"FXYD5","Both"
"ZNF793","Both"
"ZNF540","Both"
"DMAC2","Both"
"L34079.1","Both"
"CCDC114","Both"
"EMP3","Both"
"GRWD1","Both"
