"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0140955","MF","histone H3K36 trimethyltransferase activity",6,6,0.779991530088813,1
"GO:0005105","MF","type 1 fibroblast growth factor receptor binding",6,6,0.779993069116093,1
"GO:0016255","BP","attachment of GPI anchor to protein",6,6,0.780001919974022,1
"GO:0099187","BP","presynaptic cytoskeleton organization",6,6,0.780109233814172,1
"GO:0006382","BP","adenosine to inosine editing",6,6,0.780126727302362,1
"GO:0002774","BP","Fc receptor mediated inhibitory signaling pathway",5,5,0.780165329800083,1
"GO:2000987","BP","positive regulation of behavioral fear response",6,6,0.780168934213266,1
"GO:0019748","BP","secondary metabolic process",54,51,0.780184848984059,1
"GO:0051092","BP","positive regulation of NF-kappaB transcription factor activity",76,72,0.780226955703198,1
"GO:0060028","BP","convergent extension involved in axis elongation",6,6,0.78023751310795,1
"GO:0017020","MF","myosin phosphatase regulator activity",6,6,0.780243282456488,1
"GO:0097112","BP","gamma-aminobutyric acid receptor clustering",6,6,0.7802919734451,1
"GO:0033023","BP","mast cell homeostasis",6,6,0.780293907747867,1
"GO:0043262","MF","ADP phosphatase activity",6,6,0.780307495960395,1
"GO:0042587","CC","glycogen granule",6,6,0.780327471415757,1
"GO:0001836","BP","release of cytochrome c from mitochondria",57,54,0.780343495920774,1
"GO:0005593","CC","FACIT collagen trimer",6,6,0.780375417764518,1
"GO:0140151","CC","solid phase of interstitial matrix",6,6,0.780375417764518,1
"GO:0140152","CC","collagenous component of interstitial matrix",6,6,0.780375417764518,1
"GO:0140153","CC","FACIT collagen complex",6,6,0.780375417764518,1
"GO:1903935","BP","response to sodium arsenite",6,6,0.780405591500225,1
"GO:0070434","BP","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway",6,6,0.780423802218779,1
"GO:0003697","MF","single-stranded DNA binding",117,111,0.780454182032208,1
"GO:0001839","BP","neural plate morphogenesis",6,6,0.780472707739511,1
"GO:0005922","CC","connexin complex",20,19,0.780481505499527,1
"GO:0045634","BP","regulation of melanocyte differentiation",6,6,0.780489376249265,1
"GO:1902075","BP","cellular response to salt",6,6,0.78050524941968,1
"GO:0031265","CC","CD95 death-inducing signaling complex",6,6,0.780508706919626,1
"GO:0000052","BP","citrulline metabolic process",6,6,0.780544577535206,1
"GO:0051661","BP","maintenance of centrosome location",6,6,0.780599129383624,1
"GO:1904690","BP","positive regulation of cytoplasmic translational initiation",6,6,0.780602928055865,1
"GO:0003726","MF","double-stranded RNA adenosine deaminase activity",6,6,0.780608103879839,1
"GO:0015111","MF","iodide transmembrane transporter activity",6,6,0.780624642481885,1
"GO:0052597","MF","diamine oxidase activity",6,6,0.780676287466987,1
"GO:0016972","MF","thiol oxidase activity",6,6,0.78069618641279,1
"GO:0046985","BP","positive regulation of hemoglobin biosynthetic process",6,6,0.780723931713745,1
"GO:0032020","BP","ISG15-protein conjugation",6,6,0.7807311605069,1
"GO:0030913","BP","paranodal junction assembly",6,6,0.780743834870459,1
"GO:0140009","BP","L-aspartate import across plasma membrane",6,6,0.780744523906927,1
"GO:0071680","BP","response to indole-3-methanol",6,6,0.780781376245427,1
"GO:0043152","BP","induction of bacterial agglutination",5,5,0.780801641644839,1
"GO:0141039","MF","phosphatidylinositol 3-kinase inhibitor activity",6,6,0.780824872875325,1
"GO:1901552","BP","positive regulation of endothelial cell development",6,6,0.780836258054055,1
"GO:1903142","BP","positive regulation of establishment of endothelial barrier",6,6,0.780836258054055,1
"GO:0009256","BP","10-formyltetrahydrofolate metabolic process",6,6,0.780844562338961,1
"GO:0048525","BP","negative regulation of viral process",75,71,0.780850542162161,1
"GO:0039535","BP","regulation of RIG-I signaling pathway",21,20,0.780853636992271,1
"GO:0060129","BP","thyroid-stimulating hormone-secreting cell differentiation",6,6,0.780982433582202,1
"GO:0090230","BP","regulation of centromere complex assembly",6,6,0.781062296491122,1
"GO:0071474","BP","cellular hyperosmotic response",21,20,0.781144516246565,1
"GO:0150032","BP","positive regulation of protein localization to lysosome",6,6,0.781188971730357,1
"GO:0046976","MF","histone H3K27 methyltransferase activity",6,6,0.781197561402364,1
"GO:0097490","BP","sympathetic neuron projection extension",6,6,0.781200599171674,1
"GO:0021684","BP","cerebellar granular layer formation",6,6,0.781217088729981,1
"GO:0021707","BP","cerebellar granule cell differentiation",6,6,0.781217088729981,1
"GO:0052869","MF","arachidonate omega-hydroxylase activity",5,5,0.781317177315813,1
"GO:0031581","BP","hemidesmosome assembly",6,6,0.78133275332294,1
"GO:1903598","BP","positive regulation of gap junction assembly",6,6,0.78134551301075,1
"GO:1902747","BP","negative regulation of lens fiber cell differentiation",6,6,0.781404756542282,1
"GO:0072383","BP","plus-end-directed vesicle transport along microtubule",6,6,0.781406060032304,1
"GO:0046427","BP","positive regulation of receptor signaling pathway via JAK-STAT",38,36,0.781416316286105,1
"GO:0048296","BP","regulation of isotype switching to IgA isotypes",6,6,0.781455982553846,1
"GO:0048298","BP","positive regulation of isotype switching to IgA isotypes",6,6,0.781455982553846,1
"GO:0140243","BP","regulation of translation at synapse",6,6,0.781463588383314,1
"GO:0033240","BP","positive regulation of amine metabolic process",6,6,0.781467995278307,1
"GO:0051597","BP","response to methylmercury",6,6,0.78148814368024,1
"GO:0072174","BP","metanephric tubule formation",6,6,0.781537442151329,1
"GO:0031967","CC","organelle envelope",1234,1177,0.781549971959334,1
"GO:0003278","BP","apoptotic process involved in heart morphogenesis",6,6,0.781577752939495,1
"GO:0016896","MF","RNA exonuclease activity, producing 5'-phosphomonoesters",39,37,0.78157972794196,1
"GO:0061046","BP","regulation of branching involved in lung morphogenesis",6,6,0.781586141884735,1
"GO:0001569","BP","branching involved in blood vessel morphogenesis",39,37,0.78161977909185,1
"GO:0033601","BP","positive regulation of mammary gland epithelial cell proliferation",6,6,0.781623290194476,1
"GO:0048866","BP","stem cell fate specification",6,6,0.781624026270834,1
"GO:0021891","BP","olfactory bulb interneuron development",6,6,0.78172805870124,1
"GO:0051136","BP","regulation of NK T cell differentiation",6,6,0.781750009061102,1
"GO:0006011","BP","UDP-alpha-D-glucose metabolic process",6,6,0.781750998280824,1
"GO:0005167","MF","neurotrophin TRK receptor binding",6,6,0.781890256821876,1
"GO:0005168","MF","neurotrophin TRKA receptor binding",6,6,0.781890256821876,1
"GO:0010571","BP","positive regulation of nuclear cell cycle DNA replication",6,6,0.781921026938631,1
"GO:1903944","BP","negative regulation of hepatocyte apoptotic process",6,6,0.782042855561916,1
"GO:0140948","MF","histone H3K9 monomethyltransferase activity",6,6,0.782045821641887,1
"GO:0071630","BP","nuclear protein quality control by the ubiquitin-proteasome system",6,6,0.782050028967313,1
"GO:0072161","BP","mesenchymal cell differentiation involved in kidney development",6,6,0.782111824103185,1
"GO:2001012","BP","mesenchymal cell differentiation involved in renal system development",6,6,0.782111824103185,1
"GO:0060842","BP","arterial endothelial cell differentiation",6,6,0.782141292644891,1
"GO:0097105","BP","presynaptic membrane assembly",6,6,0.782223421911617,1
"GO:0051900","BP","regulation of mitochondrial depolarization",21,20,0.782260903437952,1
"GO:0008443","MF","phosphofructokinase activity",6,6,0.782282843017876,1
"GO:2000675","BP","negative regulation of type B pancreatic cell apoptotic process",6,6,0.78229084032614,1
"GO:0032927","BP","positive regulation of activin receptor signaling pathway",6,6,0.782320584967914,1
"GO:0006390","BP","mitochondrial transcription",21,20,0.782326758882349,1
"GO:0072103","BP","glomerulus vasculature morphogenesis",6,6,0.782329204096769,1
"GO:0072104","BP","glomerular capillary formation",6,6,0.782329204096769,1
"GO:0060633","BP","negative regulation of transcription initiation by RNA polymerase II",6,6,0.782350694976441,1
"GO:1904778","BP","positive regulation of protein localization to cell cortex",6,6,0.782358957557943,1
"GO:0032693","BP","negative regulation of interleukin-10 production",20,19,0.782488657595667,1
"GO:0071462","BP","cellular response to water stimulus",6,6,0.782504971674459,1
"GO:0008234","MF","cysteine-type peptidase activity",155,147,0.78251148439036,1
"GO:1901166","BP","neural crest cell migration involved in autonomic nervous system development",6,6,0.782522641566443,1
"GO:0003415","BP","chondrocyte hypertrophy",6,6,0.782524621773634,1
"GO:0042588","CC","zymogen granule",20,19,0.782550494103433,1
"GO:0021785","BP","branchiomotor neuron axon guidance",6,6,0.78255549017553,1
"GO:0009299","BP","mRNA transcription",58,55,0.782578659186935,1
"GO:0070696","MF","transmembrane receptor protein serine/threonine kinase binding",21,20,0.78259850448442,1
"GO:0019441","BP","L-tryptophan catabolic process to kynurenine",5,5,0.782620316528075,1
"GO:1990239","MF","steroid hormone binding",6,6,0.782632698831954,1
"GO:0021814","BP","cell motility involved in cerebral cortex radial glia guided migration",6,6,0.782636699442415,1
"GO:0061760","BP","antifungal innate immune response",19,18,0.782656680367115,1
"GO:0015190","MF","L-leucine transmembrane transporter activity",6,6,0.782696061994238,1
"GO:0036466","BP","synaptic vesicle recycling via endosome",6,6,0.782740150163366,1
"GO:1902570","BP","protein localization to nucleolus",21,20,0.782779876966791,1
"GO:1904352","BP","positive regulation of protein catabolic process in the vacuole",6,6,0.782788513796888,1
"GO:0004602","MF","glutathione peroxidase activity",20,19,0.782815184272628,1
"GO:0097457","CC","hippocampal mossy fiber",6,6,0.782843778658999,1
"GO:0071420","BP","cellular response to histamine",6,6,0.78288112744674,1
"GO:0098907","BP","regulation of SA node cell action potential",6,6,0.78288808741501,1
"GO:0140742","BP","lncRNA transcription",6,6,0.782969740943569,1
"GO:0060916","BP","mesenchymal cell proliferation involved in lung development",6,6,0.783119621782002,1
"GO:0072553","BP","terminal button organization",6,6,0.783126761086848,1
"GO:0036514","BP","dopaminergic neuron axon guidance",6,6,0.783133992222766,1
"GO:0034165","BP","positive regulation of toll-like receptor 9 signaling pathway",6,6,0.783140777197136,1
"GO:0005791","CC","rough endoplasmic reticulum",57,54,0.783193160915599,1
"GO:0051823","BP","regulation of synapse structural plasticity",6,6,0.783206243448193,1
"GO:0036156","CC","inner dynein arm",6,6,0.783212268099883,1
"GO:0140650","BP","radial glia-guided pyramidal neuron migration",6,6,0.783215638937093,1
"GO:0051599","BP","response to hydrostatic pressure",6,6,0.78330805010185,1
"GO:0033233","BP","regulation of protein sumoylation",21,20,0.783478853834789,1
"GO:0021869","BP","forebrain ventricular zone progenitor cell division",6,6,0.783538757300751,1
"GO:1990048","BP","anterograde neuronal dense core vesicle transport",6,6,0.783592394433292,1
"GO:0015272","MF","ATP-activated inward rectifier potassium channel activity",6,6,0.783628198905108,1
"GO:0072257","BP","metanephric nephron tubule epithelial cell differentiation",6,6,0.783735961775716,1
"GO:0072307","BP","regulation of metanephric nephron tubule epithelial cell differentiation",6,6,0.783735961775716,1
"GO:0007418","BP","ventral midline development",6,6,0.783750771083792,1
"GO:0061311","BP","cell surface receptor signaling pathway involved in heart development",6,6,0.783757060979579,1
"GO:0060745","BP","mammary gland branching involved in pregnancy",6,6,0.783789062767019,1
"GO:0070445","BP","regulation of oligodendrocyte progenitor proliferation",6,6,0.783853561098251,1
"GO:0003160","BP","endocardium morphogenesis",6,6,0.783904003976847,1
"GO:0150103","BP","reactive gliosis",6,6,0.783931526244437,1
"GO:0051151","BP","negative regulation of smooth muscle cell differentiation",20,19,0.783959757769845,1
"GO:0003284","BP","septum primum development",6,6,0.784008032309185,1
"GO:0060971","BP","embryonic heart tube left/right pattern formation",6,6,0.784028214258842,1
"GO:0032728","BP","positive regulation of interferon-beta production",38,36,0.784044046485633,1
"GO:0001957","BP","intramembranous ossification",6,6,0.784087249814674,1
"GO:0036072","BP","direct ossification",6,6,0.784087249814674,1
"GO:0032185","BP","septin cytoskeleton organization",6,6,0.784167646466614,1
"GO:0048625","BP","myoblast fate commitment",6,6,0.784189604647959,1
"GO:0032484","BP","Ral protein signal transduction",6,6,0.784225792728304,1
"GO:0070937","CC","CRD-mediated mRNA stability complex",6,6,0.784235630554853,1
"GO:0042307","BP","positive regulation of protein import into nucleus",39,37,0.784288716621388,1
"GO:0050686","BP","negative regulation of mRNA processing",21,20,0.78432403388016,1
"GO:1904515","BP","positive regulation of TORC2 signaling",6,6,0.784392303035848,1
"GO:0097427","CC","microtubule bundle",6,6,0.784454884059657,1
"GO:0034045","CC","phagophore assembly site membrane",21,20,0.78449219368428,1
"GO:0021631","BP","optic nerve morphogenesis",6,6,0.784503305686459,1
"GO:0061643","BP","chemorepulsion of axon",6,6,0.784507187927257,1
"GO:0099562","BP","maintenance of postsynaptic density structure",6,6,0.78451954565812,1
"GO:0021873","BP","forebrain neuroblast division",6,6,0.784542702442197,1
"GO:0034340","BP","response to type I interferon",93,88,0.784692644040809,1
"GO:1905274","BP","regulation of modification of postsynaptic actin cytoskeleton",6,6,0.784699111089441,1
"GO:0032211","BP","negative regulation of telomere maintenance via telomerase",21,20,0.784743872429646,1
"GO:0050693","MF","LBD domain binding",6,6,0.784861630314278,1
"GO:0050436","MF","microfibril binding",6,6,0.784894508373845,1
"GO:0046935","MF","1-phosphatidylinositol-3-kinase regulator activity",6,6,0.784921497681073,1
"GO:0003348","BP","cardiac endothelial cell differentiation",6,6,0.785122923082659,1
"GO:0060956","BP","endocardial cell differentiation",6,6,0.785122923082659,1
"GO:0002200","BP","somatic diversification of immune receptors",77,73,0.785190163302741,1
"GO:1905709","BP","negative regulation of membrane permeability",20,19,0.785191344764036,1
"GO:0021902","BP","commitment of neuronal cell to specific neuron type in forebrain",6,6,0.785204529322713,1
"GO:0014807","BP","regulation of somitogenesis",6,6,0.785273905669431,1
"GO:0160221","BP","Rho-activating G protein-coupled receptor signaling pathway",6,6,0.785274938423583,1
"GO:0048495","MF","Roundabout binding",6,6,0.785292434447,1
"GO:0021553","BP","olfactory nerve development",6,6,0.785300392608853,1
"GO:0030904","CC","retromer complex",21,20,0.785355701109411,1
"GO:0000940","CC","outer kinetochore",20,19,0.78542085412375,1
"GO:2000807","BP","regulation of synaptic vesicle clustering",6,6,0.785465146539949,1
"GO:1905870","BP","positive regulation of 3'-UTR-mediated mRNA stabilization",6,6,0.785505159247068,1
"GO:0036294","BP","cellular response to decreased oxygen levels",156,148,0.785531789628987,1
"GO:1903062","BP","regulation of reverse cholesterol transport",5,5,0.785631894789912,1
"GO:0010761","BP","fibroblast migration",57,54,0.785773791341903,1
"GO:0055071","BP","manganese ion homeostasis",6,6,0.78588166766524,1
"GO:0004321","MF","fatty-acyl-CoA synthase activity",5,5,0.785906811769129,1
"GO:0010746","BP","regulation of long-chain fatty acid import across plasma membrane",6,6,0.786027158569286,1
"GO:0043171","BP","peptide catabolic process",20,19,0.786044185164924,1
"GO:0032378","BP","negative regulation of intracellular lipid transport",5,5,0.78641773892869,1
"GO:0032381","BP","negative regulation of intracellular sterol transport",5,5,0.78641773892869,1
"GO:0032384","BP","negative regulation of intracellular cholesterol transport",5,5,0.78641773892869,1
"GO:1905601","BP","negative regulation of receptor-mediated endocytosis involved in cholesterol transport",5,5,0.78641773892869,1
"GO:0036064","CC","ciliary basal body",327,311,0.786426237417472,1
"GO:0001991","BP","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",20,19,0.786506975750029,1
"GO:0030296","MF","protein tyrosine kinase activator activity",38,36,0.786678551806789,1
"GO:2000316","BP","regulation of T-helper 17 type immune response",38,36,0.786813442546625,1
"GO:0032495","BP","response to muramyl dipeptide",21,20,0.787069782292307,1
"GO:0048268","BP","clathrin coat assembly",21,20,0.787095263941662,1
"GO:0047024","MF","5-alpha-androstane-3-beta,17-beta-diol dehydrogenase (NADP+) activity",5,5,0.787333823187628,1
"GO:0160240","BP","RNA polymerase II transcription initiation surveillance",21,20,0.787420991260218,1
"GO:0004499","MF","N,N-dimethylaniline monooxygenase activity",5,5,0.787424276913617,1
"GO:0044804","BP","nucleophagy",21,20,0.787487325820367,1
"GO:0070230","BP","positive regulation of lymphocyte apoptotic process",20,19,0.787853132981514,1
"GO:0001556","BP","oocyte maturation",38,36,0.788091779693464,1
"GO:0043506","BP","regulation of JUN kinase activity",20,19,0.788144671044106,1
"GO:0036374","MF","glutathione hydrolase activity",5,5,0.788284856976843,1
"GO:1900017","BP","positive regulation of cytokine production involved in inflammatory response",37,35,0.788368243639423,1
"GO:0010915","BP","regulation of very-low-density lipoprotein particle clearance",5,5,0.788575706594914,1
"GO:0003841","MF","1-acylglycerol-3-phosphate O-acyltransferase activity",20,19,0.788848727541084,1
"GO:0019863","MF","IgE binding",5,5,0.788886445895649,1
"GO:0002888","BP","positive regulation of myeloid leukocyte mediated immunity",20,19,0.789168805810318,1
"GO:0016019","MF","peptidoglycan immune receptor activity",5,5,0.789212782889084,1
"GO:0002227","BP","innate immune response in mucosa",18,17,0.789435044004346,1
"GO:0043516","BP","regulation of DNA damage response, signal transduction by p53 class mediator",38,36,0.789479125705859,1
"GO:0016237","BP","microautophagy",21,20,0.789605254939415,1
"GO:0033138","BP","positive regulation of peptidyl-serine phosphorylation",20,19,0.789839286830718,1
"GO:0072376","BP","protein activation cascade",20,19,0.790022681293507,1
"GO:0030185","BP","nitric oxide transport",5,5,0.790118471440819,1
"GO:0061975","BP","articular cartilage development",5,5,0.790163996237051,1
"GO:0002408","BP","myeloid dendritic cell chemotaxis",5,5,0.790164874437739,1
"GO:0033031","BP","positive regulation of neutrophil apoptotic process",5,5,0.790183396868018,1
"GO:1903439","CC","calcitonin family receptor complex",5,5,0.790391569549991,1
"GO:0015254","MF","glycerol channel activity",5,5,0.790732910977401,1
"GO:1902080","BP","regulation of calcium ion import into sarcoplasmic reticulum",5,5,0.79082366813937,1
"GO:0032729","BP","positive regulation of type II interferon production",73,69,0.791053057274341,1
"GO:0019805","BP","quinolinate biosynthetic process",5,5,0.791061002201739,1
"GO:0045603","BP","positive regulation of endothelial cell differentiation",19,18,0.791093148609163,1
"GO:0060602","BP","branch elongation of an epithelium",21,20,0.791191280801541,1
"GO:0051410","BP","detoxification of nitrogen compound",5,5,0.791236988047996,1
"GO:0070458","BP","cellular detoxification of nitrogen compound",5,5,0.791236988047996,1
"GO:0046688","BP","response to copper ion",37,35,0.791908467479415,1
"GO:0061512","BP","protein localization to cilium",76,72,0.792027029589089,1
"GO:0045589","BP","regulation of regulatory T cell differentiation",36,34,0.792383507663237,1
"GO:0140104","MF","molecular carrier activity",113,107,0.792406247856462,1
"GO:0001937","BP","negative regulation of endothelial cell proliferation",70,66,0.792426154736117,1
"GO:0034759","BP","regulation of iron ion transmembrane transport",5,5,0.792577411726427,1
"GO:2000523","BP","regulation of T cell costimulation",5,5,0.79269105340016,1
"GO:0030882","MF","lipid antigen binding",5,5,0.79279182122238,1
"GO:0030883","MF","endogenous lipid antigen binding",5,5,0.79279182122238,1
"GO:0030884","MF","exogenous lipid antigen binding",5,5,0.79279182122238,1
"GO:0048006","BP","antigen processing and presentation, endogenous lipid antigen via MHC class Ib",5,5,0.79279182122238,1
"GO:1903881","BP","regulation of interleukin-17-mediated signaling pathway",5,5,0.792871721625922,1
"GO:0007549","BP","sex-chromosome dosage compensation",21,20,0.793129066996359,1
"GO:0009048","BP","dosage compensation by inactivation of X chromosome",21,20,0.793129066996359,1
"GO:0140447","BP","cytokine precursor processing",5,5,0.793204786439047,1
"GO:0030705","BP","cytoskeleton-dependent intracellular transport",200,190,0.793240680640244,1
"GO:0160021","BP","maternal-to-zygotic transition of gene expression",5,5,0.793263998963706,1
"GO:0000076","BP","DNA replication checkpoint signaling",20,19,0.793292222319448,1
"GO:0097325","BP","melanocyte proliferation",5,5,0.793348320406034,1
"GO:0090315","BP","negative regulation of protein targeting to membrane",5,5,0.793435788947157,1
"GO:0036230","BP","granulocyte activation",53,50,0.793555085386811,1
"GO:0038179","BP","neurotrophin signaling pathway",38,36,0.793787226182286,1
"GO:0000347","CC","THO complex",5,5,0.793792387933278,1
"GO:0000445","CC","THO complex part of transcription export complex",5,5,0.793792387933278,1
"GO:0060005","BP","vestibular reflex",5,5,0.793853459738268,1
"GO:0072344","BP","rescue of stalled ribosome",37,35,0.793957996370228,1
"GO:0030297","MF","transmembrane receptor protein tyrosine kinase activator activity",20,19,0.794012869517732,1
"GO:0006997","BP","nucleus organization",155,147,0.794107097687926,1
"GO:0070175","BP","positive regulation of enamel mineralization",5,5,0.794195381749676,1
"GO:0046596","BP","regulation of viral entry into host cell",20,19,0.794305435395628,1
"GO:0005134","MF","interleukin-2 receptor binding",5,5,0.794530009527045,1
"GO:0072567","BP","chemokine (C-X-C motif) ligand 2 production",20,19,0.794531342980578,1
"GO:2000341","BP","regulation of chemokine (C-X-C motif) ligand 2 production",20,19,0.794531342980578,1
"GO:0052642","MF","lysophosphatidic acid phosphatase activity",5,5,0.794554808128459,1
"GO:0015848","BP","spermidine transport",5,5,0.794562396560847,1
"GO:0070431","BP","nucleotide-binding oligomerization domain containing 2 signaling pathway",20,19,0.794625320639835,1
"GO:0032874","BP","positive regulation of stress-activated MAPK cascade",20,19,0.794708521431642,1
"GO:0070304","BP","positive regulation of stress-activated protein kinase signaling cascade",20,19,0.794708521431642,1
"GO:0009301","BP","snRNA transcription",20,19,0.794726491696995,1
"GO:0000811","CC","GINS complex",5,5,0.794751822716994,1
"GO:0012510","CC","trans-Golgi network transport vesicle membrane",20,19,0.794843073886752,1
"GO:1990410","BP","adrenomedullin receptor signaling pathway",5,5,0.794868848899565,1
"GO:0016114","BP","terpenoid biosynthetic process",20,19,0.794884406988722,1
"GO:0036378","BP","calcitriol biosynthetic process from calciol",5,5,0.79507328513414,1
"GO:0034164","BP","negative regulation of toll-like receptor 9 signaling pathway",5,5,0.795202217033672,1
"GO:0097644","MF","calcitonin family binding",5,5,0.79521701539764,1
"GO:0001669","CC","acrosomal vesicle",150,142,0.795323042068144,1
"GO:2000359","BP","regulation of binding of sperm to zona pellucida",5,5,0.795338805370445,1
"GO:0097052","BP","L-kynurenine metabolic process",5,5,0.79536021817463,1
"GO:0071612","BP","IP-10 production",5,5,0.795519856076417,1
"GO:0071658","BP","regulation of IP-10 production",5,5,0.795519856076417,1
"GO:1900119","BP","positive regulation of execution phase of apoptosis",20,19,0.795652041961825,1
"GO:0019770","MF","IgG receptor activity",4,4,0.795723057579163,1
"GO:0045901","BP","positive regulation of translational elongation",5,5,0.79591346983842,1
"GO:0070081","CC","clathrin-sculpted monoamine transport vesicle",5,5,0.796065146426463,1
"GO:0070083","CC","clathrin-sculpted monoamine transport vesicle membrane",5,5,0.796065146426463,1
"GO:1905516","BP","positive regulation of fertilization",5,5,0.796137325475456,1
"GO:0006084","BP","acetyl-CoA metabolic process",37,35,0.79614832277621,1
"GO:0060411","BP","cardiac septum morphogenesis",77,73,0.796160636780951,1
"GO:0032690","BP","negative regulation of interleukin-1 alpha production",5,5,0.796238578805895,1
"GO:0061756","BP","leukocyte adhesion to vascular endothelial cell",53,50,0.796303904241917,1
"GO:0003281","BP","ventricular septum development",77,73,0.79636902287295,1
"GO:0160075","BP","non-canonical inflammasome complex assembly",5,5,0.796405325335904,1
"GO:0008048","MF","calcium sensitive guanylate cyclase activator activity",5,5,0.796458882971178,1
"GO:0001910","BP","regulation of leukocyte mediated cytotoxicity",90,85,0.796550466236056,1
"GO:2001302","BP","lipoxin A4 metabolic process",5,5,0.796550906486316,1
"GO:0045191","BP","regulation of isotype switching",37,35,0.796587200454259,1
"GO:0008508","MF","bile acid:sodium symporter activity",5,5,0.796596470104006,1
"GO:0019430","BP","removal of superoxide radicals",20,19,0.796679871813872,1
"GO:1902099","BP","regulation of metaphase/anaphase transition of cell cycle",95,90,0.796821919855587,1
"GO:0009395","BP","phospholipid catabolic process",54,51,0.797238445761003,1
"GO:0061889","BP","negative regulation of astrocyte activation",5,5,0.797340812502827,1
"GO:0060309","BP","elastin catabolic process",5,5,0.797461240960161,1
"GO:0034242","BP","negative regulation of syncytium formation by plasma membrane fusion",5,5,0.797517140729633,1
"GO:0120293","CC","dynein axonemal particle",20,19,0.797574442559148,1
"GO:0070813","BP","hydrogen sulfide metabolic process",5,5,0.797576355023362,1
"GO:0002080","CC","acrosomal membrane",36,34,0.797619072547819,1
"GO:0006064","BP","glucuronate catabolic process",5,5,0.797799757293354,1
"GO:0019585","BP","glucuronate metabolic process",5,5,0.797799757293354,1
"GO:0019640","BP","D-glucuronate catabolic process to D-xylulose 5-phosphate",5,5,0.797799757293354,1
"GO:0042840","BP","D-glucuronate catabolic process",5,5,0.797799757293354,1
"GO:0009165","BP","nucleotide biosynthetic process",215,204,0.798053885879405,1
"GO:0009609","BP","response to symbiotic bacterium",5,5,0.798054985745593,1
"GO:0008121","MF","quinol-cytochrome-c reductase activity",5,5,0.798205854948453,1
"GO:0016073","BP","snRNA metabolic process",55,52,0.798206918446376,1
"GO:0097211","BP","cellular response to gonadotropin-releasing hormone",5,5,0.798225932017155,1
"GO:0097433","CC","dense body",5,5,0.798233937635384,1
"GO:0010868","BP","negative regulation of triglyceride biosynthetic process",5,5,0.79833521458113,1
"GO:0005503","MF","all-trans retinal binding",5,5,0.798340585023609,1
"GO:0010046","BP","response to mycotoxin",5,5,0.798347000061022,1
"GO:0032238","BP","adenosine transport",5,5,0.798371581215004,1
"GO:0071611","BP","granulocyte colony-stimulating factor production",5,5,0.79837580379242,1
"GO:0071655","BP","regulation of granulocyte colony-stimulating factor production",5,5,0.79837580379242,1
"GO:0035514","MF","DNA demethylase activity",5,5,0.798401508767463,1
"GO:0035516","MF","broad specificity oxidative DNA demethylase activity",5,5,0.798401508767463,1
"GO:0035089","BP","establishment of apical/basal cell polarity",20,19,0.798436650293653,1
"GO:1903444","BP","negative regulation of brown fat cell differentiation",5,5,0.798442643729007,1
"GO:0000827","MF","inositol-1,3,4,5,6-pentakisphosphate kinase activity",5,5,0.798523208563692,1
"GO:0000829","MF","diphosphoinositol pentakisphosphate kinase activity",5,5,0.798523208563692,1
"GO:0000832","MF","inositol hexakisphosphate 5-kinase activity",5,5,0.798523208563692,1
"GO:0042105","CC","alpha-beta T cell receptor complex",5,5,0.798641646386173,1
"GO:0009163","BP","nucleoside biosynthetic process",20,19,0.798648631992475,1
"GO:0034404","BP","nucleobase-containing small molecule biosynthetic process",20,19,0.798648631992475,1
"GO:0051373","MF","FATZ binding",5,5,0.798669205383739,1
"GO:0016841","MF","ammonia-lyase activity",5,5,0.798677301916281,1
"GO:0098845","CC","postsynaptic endosome",20,19,0.798714876147744,1
"GO:0005697","CC","telomerase holoenzyme complex",20,19,0.798723857796843,1
"GO:0031728","MF","CCR3 chemokine receptor binding",5,5,0.798744124426037,1
"GO:0120281","CC","autolysosome membrane",5,5,0.798744956602742,1
"GO:0070302","BP","regulation of stress-activated protein kinase signaling cascade",37,35,0.798778411380592,1
"GO:0043199","MF","sulfate binding",5,5,0.798895044586273,1
"GO:0072079","BP","nephron tubule formation",20,19,0.7989168194377,1
"GO:0043321","BP","regulation of natural killer cell degranulation",5,5,0.798960682312847,1
"GO:0043323","BP","positive regulation of natural killer cell degranulation",5,5,0.798960682312847,1
"GO:1903691","BP","positive regulation of wound healing, spreading of epidermal cells",5,5,0.799018352457059,1
"GO:0042427","BP","serotonin biosynthetic process",5,5,0.799048849920567,1
"GO:0010727","BP","negative regulation of hydrogen peroxide metabolic process",5,5,0.799111187289516,1
"GO:0140089","BP","protein storage",5,5,0.799140087538519,1
"GO:0140094","MF","structural constituent of cytoplasmic lattice",5,5,0.799140087538519,1
"GO:0140095","CC","cytoplasmic lattice",5,5,0.799140087538519,1
"GO:0016799","MF","hydrolase activity, hydrolyzing N-glycosyl compounds",37,35,0.799194509666563,1
"GO:0010835","BP","regulation of protein ADP-ribosylation",5,5,0.799216831197434,1
"GO:0034440","BP","lipid oxidation",113,107,0.799251326420227,1
"GO:0055023","BP","positive regulation of cardiac muscle tissue growth",36,34,0.799286234372745,1
"GO:0090634","BP","microglial cell mediated cytotoxicity",5,5,0.799296111036864,1
